year,sector,food_type,tons_supply,tons_surplus,tons_waste,tons_uneaten,tons_anaerobically_digested,tons_composted,tons_landfilled,meals_wasted
2014,Foodservice,Frozen,29366.50,679.90,563.12,662.42,0.18,96.56,499.08,1104039.84
2014,Foodservice,Prepared Foods,0.00,521353.11,438347.34,520229.89,9455.75,72261.69,388603.96,867049820.40
2014,Foodservice,Produce,404188.75,9357.81,7750.52,9117.34,2.42,1329.05,6869.16,15195562.80
2014,Foodservice,Ready-to-drink Beverages,264111.62,6114.74,5064.47,5957.60,1.58,868.45,4488.56,9929333.13
2014,Foodservice,Breads & Bakery,101926.31,2407.35,2027.06,2346.58,0.61,310.62,1848.63,3910967.06
2014,Foodservice,Dairy & Eggs,887251.52,20955.56,17645.24,20426.59,5.33,2703.88,16091.99,34044314.64
2014,Foodservice,Dry Goods,196043.03,4630.24,3898.81,4513.37,1.18,597.44,3555.61,7522275.57
2014,Foodservice,Prepared Foods,0.00,147346.82,126826.97,144754.03,1212.40,15776.34,115655.14,241256723.90
2014,Foodservice,Ready-to-drink Beverages,407202.67,9617.52,8098.26,9374.75,2.45,1240.94,7385.40,15624583.85
2014,Foodservice,Dairy & Eggs,11376.12,268.69,177.60,260.30,0.08,80.51,164.21,433829.50
2014,Foodservice,Dry Goods,66784.97,1577.36,1042.63,1528.11,0.49,472.62,964.03,2546852.26
2014,Foodservice,Fresh Meat & Seafood,76459.85,1805.87,1193.67,1749.48,0.56,541.09,1103.69,2915804.85
2014,Foodservice,Prepared Foods,0.00,29713.65,20099.34,28766.30,673.86,7592.95,18585.06,47943835.69
2014,Foodservice,Produce,46343.71,1094.57,723.51,1060.39,0.34,327.96,668.97,1767322.60
2014,Foodservice,Ready-to-drink Beverages,40837.62,964.52,637.55,934.41,0.30,289.00,589.49,1557347.31
2014,Foodservice,Breads & Bakery,58541.20,1382.66,1131.93,1346.69,0.36,208.85,1000.14,2244478.51
2014,Foodservice,Dairy & Eggs,136266.86,3218.42,2634.81,3134.70,0.84,486.13,2328.04,5224491.69
2014,Foodservice,Dry Goods,133865.64,3161.71,2588.38,3079.46,0.83,477.57,2287.02,5132428.56
2014,Foodservice,Fresh Meat & Seafood,74895.75,1768.93,1448.16,1722.91,0.46,267.19,1279.55,2871514.31
2014,Foodservice,Prepared Foods,0.00,79675.84,66694.29,78311.64,916.69,10172.88,58926.77,130519406.60
2014,Foodservice,Produce,100592.01,2375.83,1945.02,2314.03,0.62,358.86,1718.56,3856712.74
2014,Foodservice,Ready-to-drink Beverages,117895.37,2784.51,2279.59,2712.08,0.73,420.59,2014.18,4520126.28
2014,Foodservice,Breads & Bakery,744614.51,17586.68,14905.08,17145.94,4.44,2178.23,13642.51,28576571.23
2014,Foodservice,Dairy & Eggs,1895094.10,44759.29,37934.43,43637.58,11.31,5543.74,34721.11,72729299.51
2014,Foodservice,Dry Goods,659551.73,15577.63,13202.36,15187.24,3.94,1929.39,12084.03,25312059.63
2014,Foodservice,Fresh Meat & Seafood,1020908.55,24112.34,20435.70,23508.06,6.09,2986.47,18704.66,39180093.29
2014,Foodservice,Frozen,59026.27,1394.11,1181.54,1359.17,0.35,172.67,1081.45,2265290.89
2014,Foodservice,Prepared Foods,0.00,474515.69,411007.90,465737.65,3334.54,48305.77,376152.83,776229424.60
2014,Foodservice,Produce,508223.21,12003.47,10173.19,11702.65,3.03,1486.71,9311.45,19504423.69
2014,Foodservice,Ready-to-drink Beverages,1061850.01,25079.31,21255.24,24450.80,6.34,3106.24,19454.77,40751331.15
2014,Foodservice,Breads & Bakery,263069.17,6213.30,5387.11,6061.59,1.53,655.34,5001.72,10102655.95
2014,Foodservice,Dairy & Eggs,307261.72,7257.06,6292.08,7079.87,1.79,765.43,5841.95,11799784.31
2014,Foodservice,Dry Goods,234719.70,5543.73,4806.57,5408.37,1.37,584.72,4462.72,9013949.91
2014,Foodservice,Fresh Meat & Seafood,281244.03,6642.56,5759.29,6480.38,1.64,700.62,5347.28,10800625.61
2014,Foodservice,Prepared Foods,0.00,150438.37,133277.25,148105.43,969.81,13062.32,123736.70,246842377.60
2014,Foodservice,Produce,193414.65,4568.17,3960.73,4456.63,1.13,481.82,3677.38,7427710.48
2014,Foodservice,Ready-to-drink Beverages,432284.81,10209.92,8852.29,9960.63,2.52,1076.88,8219.01,16601050.94
2014,Foodservice,Breads & Bakery,157626.53,3722.90,2826.56,3618.75,1.04,770.83,2404.24,6031242.77
2014,Foodservice,Dairy & Eggs,1196445.93,28258.27,21454.70,27467.67,7.92,5850.90,18249.10,45779448.78
2014,Foodservice,Dry Goods,483644.80,11422.97,8672.73,11103.38,3.20,2365.14,7376.92,18505635.78
2014,Foodservice,Fresh Meat & Seafood,113983.72,2692.13,2043.96,2616.81,0.75,557.41,1738.57,4361343.76
2014,Foodservice,Prepared Foods,0.00,243756.31,189520.21,236803.99,2797.44,41763.77,161125.15,394673321.60
2014,Foodservice,Produce,182754.58,4316.39,3277.16,4195.63,1.21,893.71,2787.51,6992713.68
2014,Foodservice,Ready-to-drink Beverages,1033221.40,24403.15,18527.75,23720.41,6.84,5052.70,15759.47,39534010.98
2014,Foodservice,Breads & Bakery,13619.59,321.67,262.48,313.28,0.08,49.40,243.30,522129.96
2014,Foodservice,Dairy & Eggs,23548.87,556.19,453.85,541.67,0.15,85.41,420.68,902785.37
2014,Foodservice,Dry Goods,43273.55,1022.06,833.99,995.38,0.27,156.95,773.04,1658963.89
2014,Foodservice,Fresh Meat & Seafood,71220.35,1682.12,1372.60,1638.21,0.44,258.31,1272.28,2730351.42
2014,Foodservice,Frozen,163.44,3.86,3.15,3.76,0.00,0.59,2.92,6265.90
2014,Foodservice,Prepared Foods,0.00,14733.32,12294.67,14404.39,124.78,1863.49,11396.93,24007309.41
2014,Foodservice,Produce,29372.17,693.73,566.08,675.62,0.18,106.53,524.70,1126031.27
2014,Foodservice,Ready-to-drink Beverages,10265.39,242.45,197.84,236.12,0.06,37.23,183.38,393540.90
2014,Foodservice,Breads & Bakery,35869.87,847.19,714.59,825.85,0.22,108.16,635.22,1376413.39
2014,Foodservice,Dairy & Eggs,115160.76,2719.93,2294.19,2651.40,0.69,347.25,2039.39,4418996.23
2014,Foodservice,Dry Goods,119136.62,2813.83,2373.40,2742.94,0.71,359.24,2109.79,4571559.20
2014,Foodservice,Fresh Meat & Seafood,30297.46,715.58,603.57,697.55,0.18,91.36,536.54,1162586.62
2014,Foodservice,Frozen,122605.36,2895.76,2442.50,2822.80,0.74,369.70,2171.22,4704663.21
2014,Foodservice,Prepared Foods,0.00,37684.79,32486.91,36956.49,264.30,3948.04,28878.50,61594142.88
2014,Foodservice,Produce,36050.70,851.46,718.19,830.01,0.22,108.71,638.42,1383352.36
2014,Foodservice,Ready-to-drink Beverages,30602.94,722.80,609.66,704.59,0.18,92.28,541.95,1174308.56
2014,Foodservice,Breads & Bakery,216537.39,5114.29,4160.07,4980.36,1.35,797.78,3809.08,8300598.78
2014,Foodservice,Dairy & Eggs,315626.04,7454.62,6063.74,7259.40,1.96,1162.84,5552.13,12098996.50
2014,Foodservice,Dry Goods,456302.27,10777.18,8766.39,10494.95,2.84,1681.13,8026.74,17491584.81
2014,Foodservice,Fresh Meat & Seafood,196436.35,4639.53,3773.90,4518.04,1.22,723.72,3455.48,7530058.95
2014,Foodservice,Prepared Foods,0.00,135510.21,112717.34,132822.26,1412.33,17672.28,103202.62,221370433.10
2014,Foodservice,Produce,119585.73,2824.44,2297.46,2750.47,0.74,440.58,2103.61,4584119.06
2014,Foodservice,Ready-to-drink Beverages,67704.94,1599.09,1300.73,1557.21,0.42,249.44,1190.99,2595355.59
2014,Foodservice,Breads & Bakery,84878.55,2004.70,1693.25,1954.27,0.51,253.74,1554.55,3257122.85
2014,Foodservice,Dairy & Eggs,128566.89,3036.56,2564.79,2960.17,0.77,384.35,2354.70,4933615.98
2014,Foodservice,Dry Goods,1240967.34,29309.80,24756.17,28572.47,7.43,3709.83,22728.29,47620785.49
2014,Foodservice,Fresh Meat & Seafood,528616.34,12485.13,10545.42,12171.05,3.17,1580.28,9681.60,20285082.98
2014,Foodservice,Prepared Foods,0.00,193587.18,167116.16,189933.88,1383.69,20141.93,153420.61,316556469.70
2014,Foodservice,Produce,458318.70,10824.80,9143.04,10552.49,2.75,1370.13,8394.10,17587486.81
2014,Foodservice,Breads & Bakery,315726.91,7457.00,6349.57,7271.10,1.88,895.70,5802.41,12118494.24
2014,Foodservice,Dairy & Eggs,223604.93,5281.21,4496.91,5149.55,1.33,634.35,4109.40,8582591.14
2014,Foodservice,Dry Goods,191520.20,4523.42,3851.66,4410.65,1.14,543.33,3519.75,7351088.37
2014,Foodservice,Fresh Meat & Seafood,427866.88,10105.58,8604.81,9853.65,2.54,1213.83,7863.31,16422744.35
2014,Foodservice,Prepared Foods,0.00,150884.27,131315.57,148385.99,1160.69,15020.19,119989.71,247309984.90
2014,Foodservice,Produce,374261.78,8839.50,7526.76,8619.14,2.22,1061.75,6878.16,14365228.52
2014,Foodservice,Ready-to-drink Beverages,82926.27,1958.59,1667.73,1909.77,0.49,235.26,1524.01,3182945.41
2014,Foodservice,Breads & Bakery,179627.82,4242.54,3497.41,4132.97,1.10,618.03,3119.19,6888289.23
2014,Foodservice,Dairy & Eggs,268384.97,6338.85,5225.54,6175.15,1.65,923.41,4660.44,10291909.39
2014,Foodservice,Dry Goods,590180.88,13939.19,11491.01,13579.20,3.62,2030.60,10248.34,22631998.21
2014,Foodservice,Fresh Meat & Seafood,458948.65,10839.68,8935.88,10559.74,2.82,1579.07,7969.53,17599561.94
2014,Foodservice,Frozen,27117.06,640.46,527.98,623.92,0.17,93.30,470.88,1039873.04
2014,Foodservice,Prepared Foods,0.00,840650.57,703737.61,839634.02,16272.50,119471.53,627750.23,1399390039.00
2014,Foodservice,Produce,373228.33,8815.10,7266.88,8587.44,2.29,1284.14,6481.01,14312396.64
2014,Foodservice,Ready-to-drink Beverages,243880.96,5760.10,4748.44,5611.34,1.50,839.10,4234.93,9352240.25
2014,Foodservice,Breads & Bakery,37825.01,934.02,810.93,911.25,0.23,97.47,717.69,1518743.79
2014,Foodservice,Dairy & Eggs,56514.99,1395.53,1211.62,1361.51,0.34,145.63,1072.32,2269180.77
2014,Foodservice,Dry Goods,124276.94,3068.78,2664.37,2993.97,0.76,320.24,2358.04,4989948.23
2014,Foodservice,Fresh Meat & Seafood,96642.80,2386.41,2071.92,2328.23,0.59,249.03,1833.70,3880386.62
2014,Foodservice,Frozen,5710.16,141.00,122.42,137.56,0.03,14.71,108.34,229273.29
2014,Foodservice,Prepared Foods,0.00,65689.15,58005.37,65498.91,834.47,6637.17,51333.43,109164853.00
2014,Foodservice,Produce,78592.31,1940.68,1684.94,1893.38,0.48,202.52,1491.21,3155625.84
2014,Foodservice,Ready-to-drink Beverages,51355.07,1268.11,1101.00,1237.20,0.31,132.33,974.41,2062000.64
2014,Foodservice,Breads & Bakery,31166.90,721.58,606.50,703.33,0.18,94.13,531.96,1172214.18
2014,Foodservice,Dairy & Eggs,46566.99,1078.12,906.18,1050.86,0.27,140.64,794.82,1751425.02
2014,Foodservice,Dry Goods,102401.22,2370.80,1992.71,2310.84,0.60,309.28,1747.81,3851398.85
2014,Foodservice,Fresh Meat & Seafood,79631.35,1843.63,1549.61,1797.00,0.47,240.51,1359.17,2995004.33
2014,Foodservice,Frozen,4705.03,108.93,91.56,106.18,0.03,14.21,80.31,176960.33
2014,Foodservice,Prepared Foods,0.00,38772.21,33200.88,38326.67,445.58,4534.58,29129.22,63877786.02
2014,Foodservice,Produce,64758.17,1499.29,1260.18,1461.37,0.38,195.59,1105.31,2435611.18
2014,Foodservice,Ready-to-drink Beverages,42315.34,979.69,823.45,954.91,0.25,127.80,722.25,1591516.89
2014,Foodservice,Breads & Bakery,107474.41,2538.39,2030.51,2470.78,0.68,428.25,1765.92,4117965.13
2014,Foodservice,Dairy & Eggs,160579.33,3792.64,3033.82,3691.63,1.01,639.86,2638.49,6152721.31
2014,Foodservice,Dry Goods,353115.35,8340.06,6671.39,8117.93,2.23,1407.06,5802.05,13529887.64
2014,Foodservice,Fresh Meat & Seafood,274596.85,6485.57,5187.95,6312.83,1.74,1094.19,4511.91,10521390.71
2014,Foodservice,Frozen,16224.60,383.20,306.53,372.99,0.10,64.65,266.59,621658.12
2014,Foodservice,Prepared Foods,0.00,502975.66,407850.75,502348.43,11316.47,83076.04,354778.17,837247378.30
2014,Foodservice,Produce,223308.91,5274.22,4218.97,5133.75,1.41,889.82,3669.20,8556253.70
2014,Foodservice,Ready-to-drink Beverages,145918.16,3446.37,2756.83,3354.58,0.92,581.44,2397.59,5590967.21
2014,Foodservice,Breads & Bakery,362337.22,8947.21,6410.49,8684.25,2.63,2213.03,5499.58,14473756.07
2014,Foodservice,Dairy & Eggs,541374.17,13368.18,9578.01,12975.29,3.93,3306.53,8217.01,21625483.63
2014,Foodservice,Dry Goods,1190486.51,29396.75,21062.14,28532.78,8.64,7271.09,18069.28,47554626.49
2014,Foodservice,Fresh Meat & Seafood,925770.71,22860.11,16378.77,22188.25,6.72,5654.30,14051.40,36980410.96
2014,Foodservice,Frozen,54699.32,1350.69,967.74,1311.00,0.40,334.09,830.23,2184993.72
2014,Foodservice,Prepared Foods,0.00,351933.95,258288.30,341038.75,5408.95,72926.39,221498.23,568397919.40
2014,Foodservice,Produce,752859.51,18590.40,13319.62,18044.03,5.46,4598.21,11426.95,30073379.75
2014,Foodservice,Ready-to-drink Beverages,491945.77,12147.64,8703.53,11790.62,3.57,3004.64,7466.78,19651039.56
2014,Foodservice,Breads & Bakery,66512.20,1570.92,1297.71,1530.44,0.41,226.30,1156.76,2550729.31
2014,Foodservice,Dairy & Eggs,99377.01,2347.14,1938.93,2286.65,0.61,338.12,1728.33,3811087.79
2014,Foodservice,Dry Goods,218530.90,5161.37,4263.72,5028.37,1.34,743.54,3800.61,8380615.17
2014,Foodservice,Fresh Meat & Seafood,169938.51,4013.69,3315.65,3910.26,1.04,578.20,2955.51,6517107.08
2014,Foodservice,Frozen,10040.85,237.15,195.91,231.04,0.06,34.16,174.63,385064.35
2014,Foodservice,Prepared Foods,0.00,100409.46,84107.76,100033.88,1725.95,14144.35,74980.54,166723127.10
2014,Foodservice,Produce,138198.18,3264.03,2696.36,3179.92,0.85,470.21,2403.49,5299871.77
2014,Foodservice,Ready-to-drink Beverages,90303.71,2132.84,1761.90,2077.88,0.55,307.25,1570.53,3463128.88
2014,Manufacturing,Breads & Bakery,110865.59,78869.27,13642.41,64851.15,0.00,0.00,11941.98,108085251.60
2014,Manufacturing,Dairy & Eggs,172532692.10,4354858.38,3423002.97,4265579.78,795002.66,0.00,41731.45,7109299627.00
2014,Manufacturing,Dry Goods,49919076.46,3118869.18,272823.12,2999012.33,2550.91,646028.54,166045.18,4998353887.00
2014,Manufacturing,Fresh Meat & Seafood,48621646.45,868847.11,20399.19,848447.85,0.00,0.00,19384.04,1414079754.00
2014,Manufacturing,Frozen,0.00,195006.22,48109.27,147532.60,610.45,4078.00,43881.74,245887660.80
2014,Manufacturing,Prepared Foods,0.00,21991.18,6909.62,15097.37,15.20,101.57,6017.29,25162280.30
2014,Manufacturing,Produce,59119809.74,1839390.43,39790.34,1821178.65,20718.53,138407.32,35993.01,3035297744.00
2014,Manufacturing,Ready-to-drink Beverages,2829.61,58569.21,26255.86,33941.52,0.00,7685.66,22753.04,56569195.00
2014,Residential,Breads & Bakery,8206830.84,1145048.65,771761.44,1145048.65,0.00,318748.88,629801.02,1908414424.00
2014,Residential,Dairy & Eggs,25593571.04,5143233.84,4173582.02,5143233.84,0.00,914453.87,1524083.41,8572056407.00
2014,Residential,Dry Goods,34780991.37,5795803.12,3892745.31,5795803.12,0.00,1785684.02,2887220.55,9659671862.00
2014,Residential,Fresh Meat & Seafood,10351850.59,2552406.74,1880517.07,2552406.74,0.00,631089.17,1606747.96,4254011231.00
2014,Residential,Frozen,15045768.05,3546608.22,3141281.57,3546608.22,0.00,405326.65,2204905.19,5911013706.00
2014,Residential,Prepared Foods,17054795.34,3655012.10,2710715.19,3655012.10,0.00,863659.70,1919884.07,6091686836.00
2014,Residential,Produce,23799511.82,6173681.18,3309984.43,6173681.18,0.00,2836069.38,2812613.71,10289468627.00
2014,Residential,Ready-to-drink Beverages,17029495.51,1763313.73,1111188.80,1763313.73,0.00,652124.93,557360.53,2938856212.00
2014,Retail,Breads & Bakery,7470594.06,293594.35,102762.61,237496.08,14125.05,52667.49,87344.26,395826793.40
2014,Retail,Dairy & Eggs,27612838.70,3083572.00,1079298.45,2494381.31,148353.03,553157.79,918624.60,4157302178.00
2014,Retail,Dry Goods,33269359.48,1497993.18,524321.05,1211765.50,72069.61,268722.96,445354.03,2019609174.00
2014,Retail,Fresh Meat & Seafood,10594508.35,461549.01,158002.30,372316.23,22468.03,83775.60,140187.09,620527053.40
2014,Retail,Frozen,14261449.63,659302.22,230766.09,533326.66,31719.54,118271.33,194295.12,888877760.50
2014,Retail,Prepared Foods,4217275.16,201296.50,70456.92,162833.95,9684.53,36110.31,58576.63,271389922.20
2014,Retail,Produce,25999594.97,3384499.94,1184627.93,2737809.72,162830.91,607140.85,1001997.30,4563016199.00
2014,Retail,Ready-to-drink Beverages,15664112.55,751307.04,342145.37,564529.35,47028.98,175355.00,287771.69,940882247.70
2013,Farm,Dry Goods,4784695.69,892343.38,781529.27,870802.56,0.00,0.00,18201.26,1451337594.00
2013,Farm,Produce,101642876.60,15109972.89,13246849.00,14869078.88,0.00,0.00,173891.62,24781798136.00
2013,Foodservice,Breads & Bakery,27874.64,658.36,562.97,642.02,0.16,76.84,502.52,1070038.60
2013,Foodservice,Dairy & Eggs,13260.29,313.19,267.81,305.42,0.08,36.55,239.06,509030.01
2013,Foodservice,Dry Goods,23702.71,559.82,478.71,545.93,0.14,65.34,427.31,909888.47
2013,Foodservice,Fresh Meat & Seafood,56491.07,1334.23,1140.91,1301.13,0.33,155.72,1018.42,2168552.86
2013,Foodservice,Frozen,127.68,3.02,2.58,2.94,0.00,0.35,2.30,4901.45
2013,Foodservice,Prepared Foods,0.00,24601.58,21438.70,24393.68,282.56,2606.11,19140.81,40656133.99
2013,Foodservice,Produce,44975.46,1062.25,908.34,1035.90,0.27,123.97,810.82,1726496.97
2013,Foodservice,Ready-to-drink Beverages,19345.06,456.90,390.70,445.57,0.11,53.32,348.75,742609.25
2013,Foodservice,Breads & Bakery,130666.85,3226.56,2638.61,3142.53,0.85,490.06,2303.30,5237554.22
2013,Foodservice,Dairy & Eggs,195231.56,4820.86,3942.40,4695.31,1.26,732.21,3441.40,7825518.30
2013,Foodservice,Dry Goods,429315.89,10601.12,8669.37,10325.03,2.78,1610.14,7567.66,17208382.77
2013,Foodservice,Fresh Meat & Seafood,333853.49,8243.86,6741.65,8029.16,2.16,1252.11,5884.92,13381938.07
2013,Foodservice,Frozen,19725.79,487.09,398.33,474.40,0.13,73.98,347.71,790674.03
2013,Foodservice,Prepared Foods,0.00,226923.80,188149.25,226221.69,4243.02,33720.73,164374.46,377036157.20
2013,Foodservice,Produce,271497.87,6704.11,5482.48,6529.51,1.76,1018.25,4785.76,10882521.18
2013,Foodservice,Ready-to-drink Beverages,177406.58,4380.71,3582.45,4266.62,1.15,665.36,3127.19,7111034.94
2013,Foodservice,Breads & Bakery,46642.16,1101.62,873.68,1072.03,0.30,192.95,751.83,1786715.89
2013,Foodservice,Dairy & Eggs,69688.83,1645.95,1305.38,1601.74,0.44,288.29,1123.32,2669562.42
2013,Foodservice,Dry Goods,153246.35,3619.45,2870.55,3522.23,0.98,633.94,2470.20,5870390.97
2013,Foodservice,Fresh Meat & Seafood,119170.59,2814.63,2232.26,2739.03,0.76,492.98,1920.93,4565054.69
2013,Foodservice,Frozen,7041.21,166.30,131.89,161.84,0.04,29.13,113.50,269727.01
2013,Foodservice,Prepared Foods,0.00,210761.94,173408.61,203057.49,1270.72,24974.13,149011.35,338429157.50
2013,Foodservice,Produce,96912.46,2288.93,1815.33,2227.45,0.62,400.90,1562.15,3712414.75
2013,Foodservice,Ready-to-drink Beverages,63326.12,1495.67,1186.20,1455.50,0.40,261.96,1020.76,2425826.75
2013,Foodservice,Breads & Bakery,129051.03,2987.80,2392.20,2908.30,0.80,502.01,2099.30,4847163.69
2013,Foodservice,Dairy & Eggs,192817.33,4464.12,3574.23,4345.34,1.19,750.06,3136.59,7242229.22
2013,Foodservice,Dry Goods,424006.99,9816.65,7859.77,9555.43,2.62,1649.38,6897.40,15925725.00
2013,Foodservice,Fresh Meat & Seafood,329725.07,7633.82,6112.07,7430.69,2.04,1282.63,5363.70,12384491.24
2013,Foodservice,Frozen,19481.86,451.05,361.13,439.04,0.12,75.78,316.91,731739.72
2013,Foodservice,Prepared Foods,0.00,204141.31,166655.86,201197.98,3056.03,30375.96,146284.50,335329970.20
2013,Foodservice,Produce,268140.54,6208.01,4970.49,6042.82,1.66,1043.06,4361.89,10071372.88
2013,Foodservice,Ready-to-drink Beverages,175212.78,4056.54,3247.90,3948.60,1.08,681.57,2850.22,6581001.16
2013,Foodservice,Breads & Bakery,39217.16,907.96,742.28,884.31,0.24,138.12,660.99,1473841.81
2013,Foodservice,Dairy & Eggs,58595.02,1356.60,1109.05,1321.26,0.36,206.37,987.60,2202091.96
2013,Foodservice,Dry Goods,128850.95,2983.17,2438.82,2905.45,0.78,453.81,2171.74,4842419.37
2013,Foodservice,Fresh Meat & Seafood,100199.74,2319.83,1896.52,2259.40,0.61,352.90,1688.83,3765662.18
2013,Foodservice,Frozen,5920.32,137.07,112.06,133.50,0.04,20.85,99.79,222494.78
2013,Foodservice,Prepared Foods,0.00,68827.26,57039.97,68597.70,1275.70,10246.46,50825.82,114329500.70
2013,Foodservice,Produce,81484.89,1886.55,1542.30,1837.40,0.49,286.99,1373.40,3062329.10
2013,Foodservice,Ready-to-drink Beverages,53245.19,1232.74,1007.79,1200.62,0.32,187.53,897.43,2001037.16
2013,Foodservice,Breads & Bakery,83504.44,1972.25,1732.15,1924.83,0.48,187.15,1518.65,3208043.98
2013,Foodservice,Dairy & Eggs,29117.57,687.71,603.99,671.18,0.17,65.26,529.54,1118628.38
2013,Foodservice,Dry Goods,135423.24,3198.49,2809.11,3121.59,0.78,303.51,2462.86,5202641.90
2013,Foodservice,Fresh Meat & Seafood,283474.32,6695.24,5880.16,6534.25,1.63,635.31,5155.38,10890415.75
2013,Foodservice,Prepared Foods,0.00,266679.25,238823.03,266051.69,3152.89,23906.79,209471.35,443419486.90
2013,Foodservice,Produce,146503.99,3460.21,3038.96,3377.00,0.84,328.34,2664.38,5628338.34
2013,Foodservice,Ready-to-drink Beverages,72528.31,1713.01,1504.47,1671.82,0.42,162.55,1319.03,2786367.01
2013,Foodservice,Breads & Bakery,6318.89,149.24,112.41,145.04,0.04,31.75,100.79,241729.25
2013,Foodservice,Dairy & Eggs,26377.79,623.00,469.24,605.45,0.18,132.54,420.76,1009082.63
2013,Foodservice,Dry Goods,280856.69,6633.42,4996.24,6446.50,1.87,1411.23,4479.98,10744174.46
2013,Foodservice,Fresh Meat & Seafood,213556.11,5043.88,3799.01,4901.75,1.42,1073.06,3406.46,8169590.43
2013,Foodservice,Prepared Foods,0.00,302755.71,230704.30,301565.41,8222.73,62210.27,206813.82,502609010.60
2013,Foodservice,Produce,211018.18,4983.93,3753.87,4843.50,1.41,1060.31,3365.97,8072502.04
2013,Foodservice,Ready-to-drink Beverages,98834.14,2334.31,1758.19,2268.54,0.66,496.61,1576.51,3780900.75
2013,Foodservice,Breads & Bakery,173477.76,4097.29,3534.39,3996.65,1.02,449.19,3236.63,6661078.24
2013,Foodservice,Dairy & Eggs,573986.32,13556.70,11694.23,13223.72,3.36,1486.24,10709.05,22039526.61
2013,Foodservice,Dry Goods,343975.13,8124.18,7008.05,7924.63,2.01,890.66,6417.66,13207717.12
2013,Foodservice,Fresh Meat & Seafood,363694.20,8589.91,7409.80,8378.93,2.13,941.72,6785.56,13964876.17
2013,Foodservice,Frozen,20397.09,481.75,415.56,469.92,0.12,52.81,380.56,783193.25
2013,Foodservice,Prepared Foods,0.00,664466.49,584132.09,662397.76,8942.69,68677.38,535001.17,1103996269.00
2013,Foodservice,Produce,274640.77,6486.61,5595.45,6327.28,1.61,711.13,5124.06,10545464.78
2013,Foodservice,Ready-to-drink Beverages,177864.92,4200.90,3623.77,4097.72,1.04,460.55,3318.48,6829533.20
2013,Foodservice,Breads & Bakery,116903.61,2761.09,2357.43,2692.47,0.69,325.63,2129.67,4487443.82
2013,Foodservice,Dairy & Eggs,229441.43,5419.06,4626.83,5284.38,1.36,639.09,4179.81,8807303.12
2013,Foodservice,Dry Goods,754357.99,17816.81,15212.10,17374.00,4.47,2101.21,13742.39,28956668.81
2013,Foodservice,Fresh Meat & Seafood,246935.93,5832.26,4979.62,5687.31,1.46,687.82,4498.51,9478844.41
2013,Foodservice,Frozen,3723.64,87.95,75.09,85.76,0.02,10.37,67.83,142935.24
2013,Foodservice,Prepared Foods,0.00,628498.39,546441.40,626836.91,9320.67,70583.52,494000.94,1044728180.00
2013,Foodservice,Produce,101794.04,2404.22,2052.74,2344.47,0.60,283.54,1854.42,3907450.10
2013,Foodservice,Ready-to-drink Beverages,294460.54,6954.72,5937.98,6781.87,1.74,820.20,5364.29,11303116.80
2013,Foodservice,Breads & Bakery,83755.47,1978.18,1750.90,1931.06,0.48,174.95,1608.87,3218433.51
2013,Foodservice,Dairy & Eggs,118943.43,2809.27,2486.49,2742.35,0.68,248.45,2284.81,4570585.07
2013,Foodservice,Dry Goods,526843.79,12443.26,11013.59,12146.87,3.00,1100.48,10120.24,20244787.28
2013,Foodservice,Fresh Meat & Seafood,118228.34,2792.38,2471.54,2725.86,0.67,246.96,2271.07,4543106.95
2013,Foodservice,Prepared Foods,0.00,387200.49,349586.17,386335.02,4259.14,32264.24,321384.70,643891704.90
2013,Foodservice,Produce,171281.57,4045.41,3580.61,3949.06,0.97,357.78,3290.18,6581759.14
2013,Foodservice,Ready-to-drink Beverages,57331.69,1354.09,1198.51,1321.84,0.33,119.76,1101.30,2203058.90
2013,Foodservice,Breads & Bakery,3265.99,77.14,66.17,75.23,0.02,8.81,58.48,125384.61
2013,Foodservice,Dairy & Eggs,15265.09,360.54,309.26,351.63,0.09,41.17,273.33,586041.86
2013,Foodservice,Dry Goods,48769.16,1151.85,988.02,1123.38,0.29,131.54,873.23,1872296.56
2013,Foodservice,Fresh Meat & Seafood,106733.91,2520.90,2162.34,2458.57,0.63,287.89,1911.10,4097621.18
2013,Foodservice,Frozen,874.54,20.66,17.72,20.14,0.01,2.36,15.66,33574.38
2013,Foodservice,Prepared Foods,0.00,93462.47,81655.24,93221.82,1341.64,10154.69,72192.32,155369698.10
2013,Foodservice,Produce,60858.57,1437.39,1232.94,1401.85,0.36,164.15,1089.69,2336421.26
2013,Foodservice,Ready-to-drink Beverages,22400.86,529.07,453.82,515.99,0.13,60.42,401.09,859991.50
2013,Foodservice,Breads & Bakery,140758.40,3324.50,3032.42,3248.28,0.77,209.32,2690.67,5413808.04
2013,Foodservice,Dairy & Eggs,66960.43,1581.51,1442.56,1545.25,0.37,99.57,1279.98,2575412.48
2013,Foodservice,Dry Goods,119691.42,2826.93,2578.56,2762.12,0.66,177.99,2287.96,4603536.28
2013,Foodservice,Fresh Meat & Seafood,285262.63,6737.48,6145.53,6583.01,1.57,424.20,5452.94,10971687.27
2013,Foodservice,Frozen,644.76,15.23,13.89,14.88,0.00,0.96,12.32,24798.65
2013,Foodservice,Prepared Foods,0.00,124230.48,115657.60,123509.30,749.19,6925.33,102631.37,205848831.60
2013,Foodservice,Produce,227112.31,5364.05,4892.78,5241.08,1.25,337.73,4341.37,8735127.06
